1	1491
1	2743
1	7266
1	8077
1	8845
1	4578
1	1100
1	9670
1	2536
1	9061
1	2261
1	4087
1	711
1	10887
1	8151
1	2955
1	470
1	6013
1	6470
1	123
1	9105
1	7373
2	8432
2	1000
2	4828
3	6188
3	10814
3	2831
3	9341
3	8787
3	5304
3	8606
3	3904
3	6748
3	536
3	7478
3	5723
3	1266
3	7293
3	10140
3	4081
3	9892
3	6935
3	10220
3	4800
3	2664
3	6400
3	4263
3	2279
3	5074
3	6157
3	551
3	9718
3	1971
3	2130
3	3741
3	8437
3	6323
3	6583
3	11025
3	8017
3	8670
3	9101
3	6953
3	1809
3	4094
3	6223
3	750
3	6604
3	5488
3	2470
3	8827
3	3085
3	5881
3	3398
3	2151
3	3583
3	5665
3	3109
3	6233
3	53
3	5270
3	941
3	3761
3	6298
3	1494
3	58
3	5000
3	6328
3	3071
3	1135
3	6975
3	1685
3	4129
3	7779
3	734
3	9215
3	9888
3	9949
3	6979
3	6981
3	8383
3	5697
3	6452
3	4856
3	7313
3	7682
3	5707
3	11061
3	3404
3	4863
3	6277
3	7327
3	1523
3	3271
3	11412
3	8688
3	80
3	6642
3	6008
3	8788
3	622
3	5841
3	1701
3	1359
3	882
3	1537
3	7013
3	7934
3	1869
3	5734
3	7196
3	1176
3	9430
3	1711
3	6486
3	7205
3	2756
3	2213
3	2214
3	1012
3	1377
3	3646
3	331
3	6693
3	6116
3	4354
3	1382
3	10918
3	8143
3	1566
3	8341
3	7483
3	1025
3	10756
3	291
3	10848
3	10550
3	852
3	8910
3	7159
3	8911
3	2592
3	5052
3	855
3	9664
3	4024
3	1529
3	8167
3	2239
3	4353
3	6640
3	8170
3	8461
3	10443
3	1219
3	7051
3	7238
3	2942
3	1590
3	7991
3	9654
3	8927
3	4573
3	2076
3	10575
3	8343
3	10577
3	5808
3	2803
3	7686
3	7259
3	2621
3	10649
3	7956
3	11179
3	5810
3	502
3	3344
3	504
3	4934
3	9132
3	6361
3	11161
3	10795
3	3174
3	9955
3	511
3	10717
3	11547
3	8112
3	11363
3	1936
3	6658
3	1718
3	8574
3	3355
3	6547
3	2822
3	1251
3	6181
3	8010
3	1409
3	9691
3	6016
3	10065
3	4601
3	2827
3	2647
3	11550
3	7667
3	9499
4	524
4	10357
4	10863
4	10232
4	1212
4	11524
5	10726
5	9787
5	5041
5	10339
5	11492
5	8389
5	10990
5	4927
5	1174
5	7198
5	11149
5	315
5	7116
5	4005
5	1272
5	7123
5	1277
5	7215
5	2793
5	559
5	10596
5	10306
5	1468
5	654
5	4404
5	9353
5	465
5	3658
5	3185
5	3360
5	4734
5	5277
5	10227
5	4108
5	1254
6	873
6	7549
7	8602
7	9718
7	3398
7	6057
7	492
7	3409
7	11044
7	6461
7	5639
7	6401
7	9949
7	6308
7	4918
7	7173
7	10443
7	9384
7	6624
7	4355
7	10491
7	3743
7	9444
7	9093
7	7913
7	8387
7	1342
7	8393
7	8904
7	2100
7	4094
7	10502
7	6911
7	10882
7	855
8	922
8	7692
8	8281
8	3221
8	7598
8	5936
8	9964
9	192
10	2481
10	7715
10	4455
10	3342
10	5130
10	231
11	554
12	10850
12	11066
13	10642
14	1519
14	6541
14	4502
14	10690
15	4626
15	2420
15	11077
15	4353
15	3271
15	7976
15	3989
15	9606
15	3109
15	4142
15	7907
15	8998
15	633
15	185
15	1593
15	8705
15	3726
15	7584
15	6028
15	7489
15	9385
15	6262
15	1015
15	10322
15	7173
15	8744
15	2087
15	6361
15	32
15	7442
15	1512
15	9444
15	10971
15	9625
15	7420
15	1342
15	8289
15	5526
15	11061
15	1809
15	4094
15	8862
15	9542
15	10502
15	5825
15	5229
15	616
15	3938
15	9279
15	6685
15	4779
15	6008
16	5022
16	10011
16	8100
16	8878
16	2723
16	6028
16	4175
16	4204
16	7420
17	3062
17	2023
17	7085
17	396
17	6238
17	7563
17	3880
17	8429
17	6003
18	3932
18	8015
18	2763
18	8494
18	4632
18	4161
18	4992
19	295
20	8894
20	9526
20	11417
21	1636
21	10839
22	7587
22	6601
23	9307
23	4642
24	99
24	5476
24	2446
24	8606
24	5706
24	9531
24	7360
25	3012
25	3851
25	7976
25	9606
25	11424
25	3398
25	3441
25	8998
25	492
25	883
25	3333
25	4129
25	1046
25	6393
25	5742
25	7164
25	8423
25	8426
25	4991
25	9852
25	36
25	5695
25	4369
25	855
25	1190
25	9384
25	2900
25	5394
25	4355
25	1593
25	411
25	10492
25	8626
25	5622
25	847
25	5707
25	6057
25	10497
25	9469
25	4094
25	5750
25	750
25	5229
25	5877
25	8160
25	7780
25	389
25	10343
25	4780
25	5665
26	6371
27	8315
28	4556
29	7800
29	1029
29	10853
29	4623
29	7903
29	1721
29	10069
30	1377
30	6437
30	1424
31	5813
31	7799
31	2478
31	5700
31	5447
31	4064
31	6252
31	8154
31	2411
31	9739
31	4931
31	10935
32	8604
32	6560
32	1633
32	7478
32	5842
32	10140
32	1964
32	6395
32	8423
32	4800
32	5639
32	6401
32	2391
32	2804
32	3741
32	9351
32	8626
32	6584
32	6771
32	930
32	4094
32	4134
32	1113
32	7141
32	4465
32	8826
32	5664
32	3583
32	5665
32	6233
32	8458
32	6600
32	2566
32	11424
32	8998
32	5891
32	3409
32	8855
32	6975
32	4129
32	9384
32	11441
32	2900
32	411
32	7682
32	4857
32	10491
32	7913
32	7420
32	10492
32	2189
32	10502
32	616
32	1349
32	10511
32	4875
32	8788
32	5723
32	3398
32	10734
32	1178
32	6028
32	5552
32	1184
32	4918
32	4355
32	8143
32	289
32	120
32	10848
32	7035
32	4914
32	9279
32	3851
32	1479
32	9657
32	7238
32	8566
32	1777
32	492
32	3683
32	687
32	11527
32	6892
32	6352
32	10958
32	5074
32	3344
32	11160
32	11164
32	3176
32	7076
32	6057
32	10033
32	8587
32	2100
32	5825
32	4780
32	7833
33	4267
33	8061
33	5172
33	5270
33	11166
34	172
34	10702
34	10629
34	3191
35	3308
35	4268
35	1510
35	8607
35	5028
35	6159
35	1663
35	1247
35	10983
36	750
36	622
36	3063
36	729
36	7976
36	7442
36	3271
36	2742
36	7051
36	8461
36	7478
36	6606
36	9119
36	10117
36	3333
36	2100
36	11094
36	4169
36	11044
36	6070
36	5346
36	7205
36	7725
36	5639
36	6401
36	4991
36	9384
36	8325
36	4134
36	502
36	6357
36	7173
36	9718
36	2087
36	6361
36	11162
36	784
36	9211
36	5760
36	8626
36	10882
36	7913
36	971
36	6057
36	5523
36	6368
36	2683
36	746
36	9606
36	4094
36	7824
36	8445
36	3484
36	8910
36	5229
36	3893
36	11069
36	802
36	8201
36	8688
36	6642
37	9667
37	862
38	3034
38	8500
38	1855
39	39
39	3340
40	382
40	9914
40	4044
41	2052
41	528
41	4183
41	10828
41	10860
41	1464
41	4866
41	4880
41	6868
41	3356
41	1012
41	4654
41	6979
41	4441
41	3593
41	8004
41	10531
41	9055
42	1411
42	10501
43	5676
44	6233
44	2420
44	263
44	3238
44	6504
44	5984
44	1537
44	7013
44	3109
44	7238
44	4353
44	5815
44	6933
44	8078
44	3726
44	6975
44	4967
44	2894
44	7606
44	5750
44	8581
44	4991
44	9625
44	1886
44	732
44	8437
44	411
44	10491
44	8626
44	2503
44	5400
44	8289
44	4094
44	10149
44	8445
44	3484
44	10502
44	5877
44	3761
44	855
44	10379
44	8066
45	8196
45	9390
45	2193
45	9037
45	5065
45	11137
46	2334
47	1185
47	261
48	8198
49	11120
49	1550
49	1929
49	5497
49	9648
49	58
49	6126
50	2872
50	4517
50	10012
50	10786
50	9311
50	4401
50	2730
50	705
50	1396
50	5889
50	11439
50	3738
50	2596
50	7694
50	5695
50	3763
50	9347
51	10990
51	3714
51	2128
51	9630
51	2890
51	1954
51	7633
51	6657
51	5640
51	10942
51	10533
51	8021
51	5216
51	9915
51	10654
51	9186
51	559
51	9590
51	9278
51	3880
51	4470
51	10462
52	2321
53	2636
53	2765
53	8970
54	5095
54	4497
54	10301
55	2245
55	6435
55	864
56	434
56	10768
56	7885
56	5984
56	5791
56	3761
56	10343
56	1590
56	8795
56	3409
56	2433
56	9892
56	3376
56	1964
56	3012
56	729
56	5639
56	6401
56	9806
56	4175
56	2944
56	3551
56	834
56	106
56	7173
56	6357
56	6361
56	9134
56	10491
56	11164
56	10918
56	4634
56	7913
56	7420
56	9685
56	2768
56	2100
56	3311
56	750
56	3189
56	5488
56	9691
56	80
56	7667
56	6166
57	4220
57	10248
57	11116
58	7095
58	10279
58	2115
58	5454
58	8970
58	11116
58	9886
58	2837
58	10259
58	10417
58	8614
58	5253
58	538
58	4793
58	7109
58	7113
58	10832
58	4642
58	3921
58	4806
58	8989
58	9348
58	2129
58	490
58	10840
58	4628
58	2248
58	371
58	1802
58	5863
58	6583
58	10276
58	11022
58	9917
58	6950
58	10818
58	4436
58	996
58	4277
58	382
58	1984
58	8635
58	3054
58	385
58	9193
58	10289
58	10458
58	6593
58	11411
58	11070
58	8644
58	2157
58	9369
58	762
58	5676
58	6239
58	7719
58	230
58	3259
58	1736
58	5339
58	591
58	2706
58	2532
58	11249
58	3603
58	64
58	4050
58	8799
58	8480
58	10317
58	10318
58	9993
58	3424
58	9766
58	7730
58	969
58	9401
58	5762
58	7363
58	427
58	11459
58	1156
58	9786
58	9413
58	4691
58	5927
58	8879
58	8507
58	9420
58	7572
58	5028
58	9244
58	5733
58	8516
58	6626
58	9995
58	7581
58	1552
58	5944
58	11302
58	9434
58	2757
58	6656
58	2216
58	7590
58	2636
58	4012
58	5214
58	6856
58	11553
58	1772
58	7355
58	7223
58	10191
58	6863
58	7959
58	1395
58	9451
58	72
58	3149
58	9106
58	1214
58	1428
58	6692
58	3153
58	7855
58	4032
58	8565
58	4751
58	5426
58	11521
58	5204
58	3332
58	866
58	9466
58	10035
58	6890
58	4758
58	4035
58	10398
58	4219
58	1231
58	2385
58	3166
58	150
58	7992
58	3874
58	4044
58	9307
58	9309
58	2989
58	10230
58	3880
58	4870
58	7454
58	11166
58	5092
58	4056
58	9619
58	10058
58	332
58	4943
58	2455
58	5445
58	11472
58	8202
58	11307
58	8340
58	9874
58	7086
58	6375
58	7465
58	10248
58	3193
58	8404
59	10067
59	11485
59	10009
60	11523
60	3409
60	3376
60	11044
60	9469
60	1010
60	7489
60	4175
60	7210
60	9385
60	10180
60	241
60	8744
60	6452
60	2863
60	1512
60	11460
60	10365
60	7420
60	5605
60	4683
60	11368
60	6870
60	7924
60	5883
61	1174
61	6886
61	7198
61	6082
61	5401
61	2397
61	7482
61	3630
61	11299
61	6901
61	10399
61	8065
61	1538
61	8722
61	1969
62	9743
62	99
62	7927
62	3081
62	7514
62	8026
62	8835
62	3120
62	9118
62	8606
62	7011
62	9430
62	2474
62	7598
62	4714
62	10318
62	7991
62	7090
62	6465
63	2128
64	4500
64	5052
65	8598
66	1180
66	3063
66	8878
66	3402
66	5304
66	9555
66	7885
66	5791
66	3761
66	3398
66	3583
66	3856
66	4789
66	8466
66	8931
66	263
66	4169
66	11044
66	7760
66	8343
66	3768
66	2533
66	6710
66	6028
66	9806
66	11403
66	4175
66	3551
66	4582
66	2831
66	4134
66	7993
66	3555
66	4353
66	6461
66	9134
66	1335
66	11164
66	5523
66	9444
66	9093
66	6166
66	4225
66	5773
66	7420
66	1342
66	8289
66	8393
66	2683
66	5022
66	5605
66	2190
66	8008
66	3311
66	4683
66	4822
66	10169
66	8078
66	11074
66	4414
66	9691
66	802
66	9685
66	10343
66	6642
66	2803
66	6070
67	7726
67	2661
67	3430
67	9171
68	3425
68	2581
68	5397
68	8376
68	248
68	8596
69	6901
70	1417
70	2345
70	9775
70	3202
71	10123
72	8369
72	11246
72	8131
72	9430
72	8850
72	9163
73	11400
73	9156
73	4266
73	10020
73	8786
74	480
74	11103
74	1585
74	10430
74	9501
74	7671
74	2014
74	1369
74	6117
75	5247
75	7750
76	10338
76	9372
76	9496
76	7695
76	10543
76	10212
77	4925
77	5407
77	1262
77	10266
77	4646
77	1140
77	10313
77	9996
78	10047
78	3853
79	9479
79	10681
79	4528
80	8602
80	8970
80	6748
80	8975
80	5122
80	185
80	3376
80	9894
80	1533
80	5639
80	6401
80	2391
80	4369
80	6412
80	3741
80	2863
80	8626
80	4634
80	10011
80	8245
80	6953
80	207
80	4094
80	8445
80	750
80	5148
80	6590
80	4991
80	5883
80	11466
80	994
80	9555
80	7885
80	3404
80	11424
80	4483
80	8998
80	7141
80	3409
80	8466
80	11044
80	4129
80	5878
80	4134
80	1326
80	7173
80	8227
80	10491
80	968
80	7913
80	971
80	5523
80	11062
80	4723
80	10149
80	9101
80	8100
80	11069
80	8688
80	2198
80	5723
80	729
80	7442
80	9606
80	1537
80	3398
80	3109
80	5707
80	4169
80	6849
80	7205
80	7584
80	11099
80	1015
80	4918
80	4353
80	2636
80	1382
80	2944
80	5622
80	8148
80	8904
80	10848
80	3837
80	4019
80	3484
80	8910
80	5229
80	9645
80	6328
80	3599
80	6685
80	10169
80	6520
80	1590
80	1777
80	492
80	3333
80	3683
80	8343
80	10220
80	9852
80	4355
80	9474
80	3344
80	7644
80	11162
80	11163
80	11460
80	2100
80	6911
80	5602
80	8008
80	8201
80	5825
80	9756
80	6549
80	9691
81	1741
81	6979
82	7084
82	3061
82	6436
82	6297
82	1976
82	9852
82	9574
82	2927
82	3477
82	11073
82	5526
83	9746
83	1742
83	6729
83	4283
83	6240
83	8173
83	10303
83	950
83	10779
83	1007
83	11300
83	6027
83	6402
83	5795
83	7022
83	10879
83	5209
83	4768
83	5960
83	7731
83	4633
83	6365
83	9094
83	10847
83	1978
83	7599
83	10281
83	3832
83	1128
83	6321
83	5568
83	11207
83	5524
83	753
83	9826
83	9695
83	6380
83	4285
83	1033
83	2928
84	3488
85	2664
86	7715
86	11420
86	426
86	9424
86	1310
86	3769
86	9848
86	594
86	8936
86	6760
86	6621
86	9217
86	8533
86	6901
86	6208
86	2793
86	3431
86	1808
86	9139
86	11345
86	6082
86	6913
86	3360
86	2275
86	3342
86	10914
86	1950
87	10336
87	1012
87	8232
88	7876
88	7205
89	2076
89	9552
89	2233
89	9170
89	11558
89	5890
89	9986
90	9430
90	6156
90	8202
90	3368
90	4120
90	7103
90	2490
90	3332
90	4266
91	11120
91	2562
92	5810
92	10149
92	4169
92	2944
92	7210
92	784
92	7885
92	5760
92	8201
92	7238
92	8461
92	5707
92	502
92	8954
92	6368
92	2683
94	7540
94	5796
94	10113
95	3039
95	5799
95	8981
95	3979
95	3273
95	2214
95	4305
96	480
96	9501
97	7045
97	3013
97	7096
97	8031
97	1552
97	6343
97	8840
97	10216
97	1243
97	7527
97	10871
97	3868
97	8754
97	4541
97	9479
97	10697
97	10272
97	7127
97	1568
97	5314
97	169
97	8349
97	980
97	9824
97	7465
98	5050
98	5501
98	7768
98	10178
98	6758
98	719
98	7345
98	3809
98	10210
98	9960
98	5297
98	2072
98	8176
98	6307
98	8532
99	1118
99	6531
99	5835
99	4788
99	3718
99	748
99	5286
99	1401
99	1789
99	8793
99	5461
99	8614
99	1114
99	10262
99	3912
99	2660
99	7112
99	7113
99	849
99	6577
99	8632
99	3644
99	4013
99	1271
99	6942
99	8038
99	2811
99	7691
99	10044
99	370
99	371
99	9179
99	10093
99	7504
99	8996
99	9914
99	4816
99	1979
99	6419
99	996
99	321
99	3934
99	2146
99	6224
99	5321
99	7704
99	2511
99	953
99	382
99	268
99	3397
99	2897
99	964
99	6900
99	378
99	934
99	2516
99	11039
99	1904
99	1490
99	397
99	2885
99	5678
99	1827
99	6239
99	3762
99	5584
99	4296
99	767
99	1054
99	2706
99	3864
99	8580
99	8268
99	6062
99	957
99	4960
99	6807
99	238
99	2142
99	6620
99	3235
99	3081
99	7355
99	3968
99	3262
99	9549
99	8287
99	5706
99	3148
99	4499
99	791
99	6820
99	3618
99	6999
99	8685
99	3639
99	8497
99	6159
99	3980
99	7565
99	5534
99	9786
99	3102
99	8303
99	7377
99	2211
99	4518
99	5728
99	5028
99	1169
99	2450
99	8060
99	3809
99	1990
99	10824
99	9801
99	6651
99	10523
99	9079
99	7758
99	8984
99	4890
99	6489
99	639
99	5944
99	2819
99	3121
99	9995
99	4173
99	454
99	4714
99	5040
99	5208
99	2353
99	284
99	5214
99	11387
99	4838
99	9346
99	1772
99	5397
99	7598
99	1198
99	10753
99	6507
99	6320
99	656
99	3308
99	4362
99	7657
99	7030
99	4733
99	2105
99	9275
99	9015
99	4557
99	4371
99	9173
99	129
99	2781
99	3320
99	2940
99	2240
99	8918
99	8919
99	7239
99	4566
99	5410
99	9108
99	2601
99	2972
99	2429
99	7991
99	2795
99	8462
99	1406
99	8930
99	7499
99	6211
99	6375
99	10983
99	3332
99	4762
99	5997
99	3166
99	5999
99	275
99	5260
99	945
99	8380
99	4044
99	9133
99	10589
99	10590
99	5513
99	885
99	4938
99	1933
99	5603
99	11166
99	5092
99	8195
99	482
99	6766
99	8126
99	8202
99	10980
99	7790
99	9874
99	6097
99	1431
99	11415
99	4777
99	7090
99	2646
99	6186
99	4782
100	10602
101	7377
101	1904
101	8918
101	8606
101	8624
101	4788
101	378
101	11101
101	3809
101	2974
101	2795
101	10824
101	10685
101	1114
101	6626
101	744
101	9079
101	7758
101	2162
101	8126
101	8983
101	6159
101	11155
101	4714
101	1510
101	238
101	9672
101	5214
101	996
101	5260
101	2984
101	370
101	6211
101	6904
101	9179
101	6314
101	7504
101	5371
101	4557
101	5963
101	10645
101	2137
101	6507
101	6861
101	5092
101	8195
101	4458
101	6419
101	208
101	3308
101	3618
101	10460
101	6999
101	10980
101	5786
101	10651
101	10104
101	8497
101	9475
101	11558
101	1933
101	3148
102	221
102	301
102	10051
102	2263
102	2956
102	5963
102	946
102	5095
103	2775
103	5935
103	11186
103	11469
104	6188
104	9429
104	5897
104	6640
104	7288
104	7442
104	7420
105	758
105	1037
105	3228
106	6188
106	750
106	10768
106	3063
106	1809
106	729
106	6560
106	7288
106	9606
106	3761
106	1190
106	8998
106	6710
106	1590
106	3333
106	8705
106	185
106	9892
106	4354
106	6974
106	4169
106	1180
106	1533
106	6849
